ICAO,NAME,ST,LAT,LON
KGRF,FORT LEWIS,WA,47.08,-122.58
KHMS,HANFORD,WA,46.57,-119.6
KHQM,HOQUIAM,WA,46.97,-123.97
KKLS,KELSO,WA,46.12,-122.9
KMWH,MOSES LAKE,WA,47.2,-119.32
KNUW,WHIDBEY IS. NAS,WA,48.35,-122.65
KOLM,OLYMPIA,WA,46.97,-122.9
KOMK,OMAK,WA,48.46,-119.52
KORS,ORCAS ISLAND ARPT,WA,48.71,-122.91
KPAE,EVERETT,WA,47.92,-122.28
KPSC,PASCO,WA,46.27,-119.12
KPUW,PULLMAN,WA,46.74,-117.11
KPWT,BREMERTON,WA,47.48,-122.77
KRNT,RENTON,WA,47.5,-122.22
KSEA,SEATTLE-TACOMA,WA,47.45,-122.3
KSFF,SPOKANE/FELTS,WA,47.67,-117.33
KSHN,SHELTON,WA,47.25,-123.15
KSKA,FAIRCHILD AFB,WA,47.63,-117.65
KSMP,STAMPEDE PASS,WA,47.28,-121.33
KTCM,MCCHORD AFB,WA,47.15,-122.48
KTDO,TOLEDO,WA,46.48,-122.8
KTIW,TACOMA,WA,47.27,-122.58
KUIL,QUILLAYUTE,WA,47.95,-124.55
KVUO,VANCOUVER,WA,45.62,-122.65
KYKM,YAKIMA,WA,46.57,-120.53
KAIG,ANTIGO,WI,45.03,-89.13
KARV,ARBOR VITAE,WI,45.9,-89.7
KASX,KENNEDY MEM. ARPT.,WI,46.54,-90.92
KATW,APPLETON,WI,44.27,-88.52
KAUW,WAUSAU,WI,44.92,-89.62
KBUU,BURLINGTON MUNI AIR,WI,42.69,-88.3
KCLI,CLINTONVILLE,WI,44.62,-88.71
KCMY,MCCOY AAF,WI,43.97,-90.73
KCWA,MOSINEE,WI,44.78,-89.67
KDLL,BARABOO,WI,43.32,-89.47
KEAU,EAU CLAIRE,WI,44.87,-91.48
KEFT,MONROE,WI,42.61,-89.59
KEGV,EAGLE RIVER,WI,45.94,-89.26
KENW,KENOSHA,WI,42.59,-87.94
KETB,WEST BEND,WI,43.42,-88.13
KFLD,FOND DU LAC,WI,43.77,-88.49
KGRB,GREEN BAY,WI,44.48,-88.13
KHYR,HAYWARD,WI,46.02,-91.45
KISW,WISCONSIN R.,WI,44.37,-89.83
KJVL,JANESVILLE,WI,42.62,-89.03
KLNL,KINGS LAND O LAKES,WI,46.15,-89.21
KLNR,LONE ROCK,WI,43.2,-90.18
KLSE,LA CROSSE,WI,43.87,-91.25
KLUM,MENOMONIE MUNI ARPT,WI,44.89,-91.87
KMDZ,MEDFORD,WI,45.1,-90.3
KMFI,MARSHFIELD,WI,44.63,-90.18
KMKE,MILWAUKEE,WI,42.95,-87.9
KMRJ,MINERAL POINT,WI,42.88,-90.23
KMSN,MADISON,WI,43.13,-89.33
KMTW,MANITOWOC,WI,44.13,-87.67
KOEO,OSCEOLA,WI,45.31,-92.69
KOSH,OSKOSH,WI,44,-88.57
KOVS,BOSCOBEL,WI,43.15,-90.68
KPBH,PHILLIPS/PRICE CO.,WI,45.7,-90.4
KPCZ,WAUPACA MUNI ARPT,WI,44.33,-89.02
KPDC,PRAIRIE DU CHIEN,WI,43.02,-91.12
KRAC,RACINE,WI,42.75,-87.81
KRCX,LADYSMITH/RUSK CO A,WI,45.5,-91
KRHI,RHINELANDER,WI,45.63,-89.45
KRNH,NEW RICHMOND,WI,45.17,-92.53
KRPD,RICE LAKE,WI,45.43,-91.76
KRRL,MERRILL MUNICIPAL,WI,45.18,-89.7
KRYV,WATERTOWN,WI,43.1,-88.43
KRZN,SIREN/BURNETT CTY,WI,45.82,-92.37
KSBM,SHEBOYGAN,WI,43.77,-87.84
KSTE,STEVENS POINT,WI,44.55,-89.53
KSUE,STURGEON BAY,WI,44.92,-87.42
KSUW,SUPERIOR,WI,46.42,-92.07
KTKV,TOMAHAWK RGNL ARPT,WI,45.47,-89.81
KUES,WAUKESHA,WI,43.03,-88.23
KUNU,JUNEAU,WI,43.43,-88.69
KVOK,CAMP DOUGLAS,WI,43.93,-90.27
K48I,SUTTON/BRAXTON CO A,WV,38.69,-80.65
KBKW,BECKLEY,WV,37.78,-81.12
KBLF,BLUEFIELD,WV,37.3,-81.22
KCKB,CLARKSBURG,WV,39.28,-80.23
KCRW,CHARLESTON,WV,38.37,-81.6
KEKN,ELKINS,WV,38.88,-79.85
KHLG,WHEELING,WV,40.18,-80.65
KHTS,HUNTINGTON,WV,38.37,-82.55
KI16,PINEVILLE/KEE FIELD,WV,37.6,-81.56
KLWB,LEWISBURG,WV,37.87,-80.4
KMGW,MORGANTOWN,WV,39.65,-79.92
KMRB,MARTINSBURG,WV,39.4,-77.98
KPKB,PARKERSBURG,WV,39.35,-81.43
KW22,BUCKHANNON/UPSHUR,WV,39,-80.27
KW99,PETERSBURG/GRANT CO,WV,38.99,-79.15
KBPI,BIG PINEY,WY,42.57,-110.1
KBYG,BUFFALO,WY,44.38,-106.72
KCOD,CODY,WY,44.52,-109.02
KCPR,CASPER,WY,42.92,-106.47
KCYS,CHEYENNE,WY,41.15,-104.82
KDGW,CONVERSE CO. ARPT,WY,42.78,-105.37
KEVW,EVANSTON,WY,41.28,-111.03
KGCC,GILLETTE,WY,44.35,-105.53
KGEY,SOUTH BIG HORN,WY,44.51,-108.07
KJAC,JACKSON,WY,43.6,-110.73
KLAR,LARAMIE,WY,41.32,-105.68
KLND,LANDER,WY,42.82,-108.73
KP60,YELLOWSTONE,WY,44.55,-110.42
KPNA,PINEDALE,WY,42.8,-109.81
KRIW,RIVERTON,WY,43.05,-108.45
KRKS,ROCK SPRINGS,WY,41.6,-109.07
KRWL,RAWLINS,WY,41.8,-107.2
KSHR,SHERIDAN,WY,44.77,-106.97
KTOR,TORRINGTON AIRPORT,WY,42.06,-104.15
KWRL,WORLAND,WY,43.97,-107.97
NSTU,PAGO PAGO/TUTUILA,,-14.33,-170.72
PGRO,Rota,,14.18,145.25
PGSN,Saipan/Isley,,15.12,145.73
PGUA,Andersen AFB/Guam,,13.57,144.92
PGUM,Agana/Brewer NAS,,13.48,144.8
PGWT,West Tinian,,14.97,145.6
PKMR,Majuro Atoll,,7.08,171.2
PKWA,Bucholz AFB,,8.73,167.73
PMDY,MIDWAY ISLAND NAS,,28.22,-177.37
PTKK,Truk/E. Carolina Island,,7.47,151.85
PTKR,"Koror WSO, Palau",,7.33,134.48
PTSA,Kusaie/Kosrae,,5.33,163.03
PTTP,Pohnpei WSO,,6.97,158.22
PTYA,Yap  /Carolina Island,,9.48,138.08
PWAK,Wake Island,,19.28,166.65
